case_number,date_last_modified,ground,reason,status,date_filed,petition_number
T00-0311,12-21-2017,,,Completed,2000-08-17 00:00:00,4960
T00-0254,12-21-2017,,,Completed,2000-08-16 00:00:00,4904
T00-0255,12-21-2017,,,Completed,2000-08-16 00:00:00,4905
T00-0256,12-21-2017,,,Completed,2000-08-16 00:00:00,4906
T00-0267,12-21-2017,,,Completed,2000-08-16 00:00:00,4917
T00-0268,12-21-2017,,,Completed,2000-08-16 00:00:00,4918
T00-0252,12-21-2017,,,Completed,2000-08-15 00:00:00,4902
T00-0253,12-21-2017,,,Completed,2000-08-15 00:00:00,4903
T00-0249,12-21-2017,,,Completed,2000-08-14 00:00:00,4899
T00-0250,12-21-2017,,,Completed,2000-08-14 00:00:00,4900
T00-0251,12-21-2017,,,Completed,2000-08-14 00:00:00,4901
T00-0248,12-21-2017,,,Completed,2000-08-11 00:00:00,4898
T00-0246,12-21-2017,,,Completed,2000-08-10 00:00:00,4896
T00-0247,12-21-2017,,,Completed,2000-08-10 00:00:00,4897
T00-0245,12-21-2017,,,Completed,2000-08-09 00:00:00,4895
T00-0244,12-21-2017,,,Completed,2000-08-04 00:00:00,4894
T00-0242,12-21-2017,,,Completed,2000-08-01 00:00:00,4892
T00-0243,12-21-2017,,,Completed,2000-08-01 00:00:00,4893
T00-0239,12-21-2017,,,Completed,2000-07-31 00:00:00,4889
T00-0240,12-21-2017,,,Completed,2000-07-31 00:00:00,4890
T00-0241,12-21-2017,,,Completed,2000-07-31 00:00:00,4891
T00-0237,12-21-2017,,,Completed,2000-07-28 00:00:00,4887
T00-0233,12-21-2017,,,Completed,2000-07-27 00:00:00,4883
T00-0234,12-21-2017,,,Completed,2000-07-27 00:00:00,4884
T00-0235,12-21-2017,,,Completed,2000-07-27 00:00:00,4885
T00-0236,12-21-2017,,,Completed,2000-07-27 00:00:00,4886
T00-0279,12-21-2017,,,Completed,2000-07-27 00:00:00,4928
T00-0309,12-21-2017,,,Completed,2000-07-27 00:00:00,4958
T00-0231,12-21-2017,,,Completed,2000-07-26 00:00:00,4881
T00-0232,12-21-2017,,,Completed,2000-07-26 00:00:00,4882
T00-0238,12-21-2017,,,Completed,2000-07-26 00:00:00,4888
T00-0278,12-21-2017,,,Completed,2000-07-26 00:00:00,4927
T00-0230,12-21-2017,,,Completed,2000-07-25 00:00:00,4880
T00-0228,12-21-2017,,,Completed,2000-07-24 00:00:00,4878
T00-0229,12-21-2017,,,Completed,2000-07-24 00:00:00,4879
T00-0223,12-21-2017,,,Completed,2000-07-20 00:00:00,4873
T00-0226,12-21-2017,,,Completed,2000-07-20 00:00:00,4876
T00-0227,12-21-2017,,,Completed,2000-07-20 00:00:00,4877
T00-0225,12-21-2017,,,Completed,2000-07-18 00:00:00,4875
T00-0218,12-21-2017,,,Completed,2000-07-14 00:00:00,4868
T00-0219,12-21-2017,,,Completed,2000-07-14 00:00:00,4869
T00-0220,12-21-2017,,,Completed,2000-07-14 00:00:00,4870
T00-0221,12-21-2017,,,Completed,2000-07-14 00:00:00,4871
T00-0222,12-21-2017,,,Completed,2000-07-14 00:00:00,4872
T00-0224,12-21-2017,,,Completed,2000-07-14 00:00:00,4874
T00-0202,12-21-2017,,,Completed,2000-07-13 00:00:00,4852
T00-0210,12-21-2017,,,Completed,2000-07-13 00:00:00,4860
T00-0211,12-21-2017,,,Completed,2000-07-13 00:00:00,4861
T00-0200,12-21-2017,,,Completed,2000-07-11 00:00:00,4850
T00-0201,12-21-2017,,,Completed,2000-07-11 00:00:00,4851
T00-0212,12-21-2017,,,Completed,2000-07-10 00:00:00,4862
T00-0213,12-21-2017,,,Completed,2000-07-10 00:00:00,4863
T00-0214,12-21-2017,,,Completed,2000-07-10 00:00:00,4864
T00-0215,12-21-2017,,,Completed,2000-07-10 00:00:00,4865
T00-0216,12-21-2017,,,Completed,2000-07-10 00:00:00,4866
T00-0217,12-21-2017,,,Completed,2000-07-10 00:00:00,4867
T00-0203,12-21-2017,,,Completed,2000-07-07 00:00:00,4853
T00-0204,12-21-2017,,,Completed,2000-07-07 00:00:00,4854
T00-0205,12-21-2017,,,Completed,2000-07-07 00:00:00,4855
T00-0206,12-21-2017,,,Completed,2000-07-07 00:00:00,4856
T00-0207,12-21-2017,,,Completed,2000-07-07 00:00:00,4857
T00-0208,12-21-2017,,,Completed,2000-07-07 00:00:00,4858
T00-0209,12-21-2017,,,Completed,2000-07-07 00:00:00,4859
T00-0196,12-21-2017,,,Completed,2000-07-05 00:00:00,4846
T00-0197,12-21-2017,,,Completed,2000-07-05 00:00:00,4847
T00-0198,12-21-2017,,,Completed,2000-07-05 00:00:00,4848
T00-0199,12-21-2017,,,Completed,2000-07-05 00:00:00,4849
T00-0194,12-21-2017,,,Completed,2000-06-30 00:00:00,4844
T00-0195,12-21-2017,,,Completed,2000-06-30 00:00:00,4845
T00-0180,12-21-2017,,,Completed,2000-06-28 00:00:00,4830
T00-0181,12-21-2017,,,Completed,2000-06-28 00:00:00,4831
T00-0182,12-21-2017,,,Completed,2000-06-28 00:00:00,4832
T00-0183,12-21-2017,,,Completed,2000-06-28 00:00:00,4833
T00-0184,12-21-2017,,,Completed,2000-06-28 00:00:00,4834
T00-0185,12-21-2017,,,Completed,2000-06-28 00:00:00,4835
T00-0186,12-21-2017,,,Completed,2000-06-28 00:00:00,4836
T00-0187,12-21-2017,,,Completed,2000-06-28 00:00:00,4837
T00-0188,12-21-2017,,,Completed,2000-06-28 00:00:00,4838
T00-0189,12-21-2017,,,Completed,2000-06-28 00:00:00,4839
T00-0190,12-21-2017,,,Completed,2000-06-28 00:00:00,4840
T00-0191,12-21-2017,,,Completed,2000-06-28 00:00:00,4841
T00-0192,12-21-2017,,,Completed,2000-06-28 00:00:00,4842
T00-0193,12-21-2017,,,Completed,2000-06-28 00:00:00,4843
T00-0175,12-21-2017,,,Completed,2000-06-27 00:00:00,4825
T00-0176,12-21-2017,,,Completed,2000-06-27 00:00:00,4826
T00-0177,12-21-2017,,,Completed,2000-06-27 00:00:00,4827
T00-0179,12-21-2017,,,Completed,2000-06-26 00:00:00,4829
T00-0166,12-21-2017,,,Completed,2000-06-23 00:00:00,4816
T00-0167,12-21-2017,,,Completed,2000-06-23 00:00:00,4817
T00-0168,12-21-2017,,,Completed,2000-06-23 00:00:00,4818
T00-0169,12-21-2017,,,Completed,2000-06-23 00:00:00,4819
T00-0170,12-21-2017,,,Completed,2000-06-23 00:00:00,4820
T00-0171,12-21-2017,,,Completed,2000-06-23 00:00:00,4821
T00-0172,12-21-2017,,,Completed,2000-06-23 00:00:00,4822
T00-0173,12-21-2017,,,Completed,2000-06-23 00:00:00,4823
T00-0174,12-21-2017,,,Completed,2000-06-23 00:00:00,4824
T00-0165,12-21-2017,,,Completed,2000-06-22 00:00:00,4815
T00-0162,12-21-2017,,,Completed,2000-06-21 00:00:00,4812
T00-0163,12-21-2017,,,Completed,2000-06-21 00:00:00,4813
T00-0164,12-21-2017,,,Completed,2000-06-21 00:00:00,4814
T00-0161,12-21-2017,,,Completed,2000-06-20 00:00:00,4811
T00-0160,12-21-2017,,,Completed,2000-06-19 00:00:00,4810
T00-0159,12-21-2017,,,Completed,2000-06-15 00:00:00,4809
T00-0158,12-21-2017,,,Completed,2000-06-14 00:00:00,4808
T00-0157,12-21-2017,,,Completed,2000-06-12 00:00:00,4807
T00-0178,12-21-2017,,,Completed,2000-06-12 00:00:00,4828
T00-0156,12-21-2017,,,Completed,2000-06-08 00:00:00,4806
T00-0155,12-21-2017,,,Completed,2000-06-07 00:00:00,4805
T00-0147,12-21-2017,,,Completed,2000-05-26 00:00:00,4797
T00-0149,12-21-2017,,,Completed,2000-05-26 00:00:00,4799
T00-0150,12-21-2017,,,Completed,2000-05-25 00:00:00,4800
T00-0151,12-21-2017,,,Completed,2000-05-25 00:00:00,4801
T00-0152,12-21-2017,,,Completed,2000-05-25 00:00:00,4802
T00-0153,12-21-2017,,,Completed,2000-05-25 00:00:00,4803
T00-0154,12-21-2017,,,Completed,2000-05-25 00:00:00,4804
T00-0144,12-21-2017,,,Completed,2000-05-24 00:00:00,4794
T00-0145,12-21-2017,,,Completed,2000-05-24 00:00:00,4795
T00-0146,12-21-2017,,,Completed,2000-05-24 00:00:00,4796
T00-0143,12-21-2017,,,Completed,2000-05-23 00:00:00,4793
T00-0142,12-21-2017,,,Completed,2000-05-22 00:00:00,4792
T00-0141,12-21-2017,,,Completed,2000-05-19 00:00:00,4791
T00-0148,12-21-2017,,,Completed,2000-05-19 00:00:00,4798
T00-0140,12-21-2017,,,Completed,2000-05-18 00:00:00,4790
T00-0139,12-21-2017,,,Completed,2000-05-16 00:00:00,4789
T00-0133,12-21-2017,,,Completed,2000-05-16 00:00:00,5600
T00-0134,12-21-2017,,,Completed,2000-05-16 00:00:00,5601
T00-0137,12-21-2017,,,Completed,2000-05-15 00:00:00,4787
T00-0138,12-21-2017,,,Completed,2000-05-15 00:00:00,4788
T00-0135,12-21-2017,,,Completed,2000-05-15 00:00:00,5602
T00-0136,12-21-2017,,,Completed,2000-05-15 00:00:00,5603
T00-0131,12-21-2017,,,Completed,2000-05-12 00:00:00,5598
T00-0132,12-21-2017,,,Completed,2000-05-12 00:00:00,5599
T00-0129,12-21-2017,,,Completed,2000-05-08 00:00:00,5596
T00-0130,12-21-2017,,,Completed,2000-05-08 00:00:00,5597
T00-0127,12-21-2017,,,Completed,2000-05-05 00:00:00,5594
T00-0128,12-21-2017,,,Completed,2000-05-05 00:00:00,5595
T00-0124,12-21-2017,,,Completed,2000-05-04 00:00:00,5591
T00-0125,12-21-2017,,,Completed,2000-05-04 00:00:00,5592
T00-0126,12-21-2017,,,Completed,2000-05-04 00:00:00,5593
T00-0113,12-21-2017,,,Completed,2000-05-03 00:00:00,5580
T00-0122,12-21-2017,,,Completed,2000-05-03 00:00:00,5589
T00-0123,12-21-2017,,,Completed,2000-05-03 00:00:00,5590
T00-0121,12-21-2017,,,Completed,2000-05-02 00:00:00,5588
T00-0120,12-21-2017,,,Completed,2000-05-01 00:00:00,5587
T00-0112,12-21-2017,,,Completed,2000-04-28 00:00:00,5579
T00-0102,12-21-2017,,,Completed,2000-04-27 00:00:00,5569
T00-0103,12-21-2017,,,Completed,2000-04-27 00:00:00,5570
T00-0104,12-21-2017,,,Completed,2000-04-27 00:00:00,5571
T00-0105,12-21-2017,,,Completed,2000-04-27 00:00:00,5572
T00-0106,12-21-2017,,,Completed,2000-04-27 00:00:00,5573
T00-0107,12-21-2017,,,Completed,2000-04-27 00:00:00,5574
T00-0108,12-21-2017,,,Completed,2000-04-27 00:00:00,5575
T00-0109,12-21-2017,,,Completed,2000-04-27 00:00:00,5576
T00-0110,12-21-2017,,,Completed,2000-04-27 00:00:00,5577
T00-0111,12-21-2017,,,Completed,2000-04-27 00:00:00,5578
T00-0119,12-21-2017,,,Completed,2000-04-26 00:00:00,5586
T00-0118,12-21-2017,,,Completed,2000-04-25 00:00:00,5585
T00-0096,12-21-2017,,,Completed,2000-04-21 00:00:00,5563
T00-0101,12-21-2017,,,Completed,2000-04-21 00:00:00,5568
T00-0100,12-21-2017,,,Completed,2000-04-20 00:00:00,5567
T00-0099,12-21-2017,,,Completed,2000-04-19 00:00:00,5566
T00-0097,12-21-2017,,,Completed,2000-04-18 00:00:00,5564
T00-0098,12-21-2017,,,Completed,2000-04-18 00:00:00,5565
T00-0093,12-21-2017,,,Completed,2000-04-13 00:00:00,5560
T00-0094,12-21-2017,,,Completed,2000-04-13 00:00:00,5561
T00-0092,12-21-2017,,,Completed,2000-04-12 00:00:00,5559
T00-0091,12-21-2017,,,Completed,2000-04-10 00:00:00,5558
T00-0088,12-21-2017,,,Completed,2000-04-06 00:00:00,5555
T00-0089,12-21-2017,,,Completed,2000-04-06 00:00:00,5556
T00-0090,12-21-2017,,,Completed,2000-04-06 00:00:00,5557
T00-0086,12-21-2017,,,Completed,2000-04-04 00:00:00,5553
T00-0087,12-21-2017,,,Completed,2000-04-04 00:00:00,5554
T00-0071,12-21-2017,,,Completed,2000-03-31 00:00:00,5538
T00-0082,12-21-2017,,,Completed,2000-03-31 00:00:00,5549
T00-0083,12-21-2017,,,Completed,2000-03-31 00:00:00,5550
T00-0084,12-21-2017,,,Completed,2000-03-31 00:00:00,5551
T00-0085,12-21-2017,,,Completed,2000-03-31 00:00:00,5552
T00-0095,12-21-2017,,,Completed,2000-03-31 00:00:00,5562
T00-0067,12-21-2017,,,Completed,2000-03-30 00:00:00,5534
T00-0065,12-21-2017,,,Completed,2000-03-29 00:00:00,5532
T00-0066,12-21-2017,,,Completed,2000-03-29 00:00:00,5533
T00-0081,12-21-2017,,,Completed,2000-03-29 00:00:00,5548
T00-0114,12-21-2017,,,Completed,2000-03-29 00:00:00,5581
T00-0115,12-21-2017,,,Completed,2000-03-29 00:00:00,5582
T00-0116,12-21-2017,,,Completed,2000-03-29 00:00:00,5583
T00-0117,12-21-2017,,,Completed,2000-03-29 00:00:00,5584
T00-0063,12-21-2017,,,Completed,2000-03-28 00:00:00,5530
T00-0064,12-21-2017,,,Completed,2000-03-28 00:00:00,5531
T00-0080,12-21-2017,,,Completed,2000-03-28 00:00:00,5547
T00-0062,12-21-2017,,,Completed,2000-03-27 00:00:00,5529
T00-0070,12-21-2017,,,Completed,2000-03-27 00:00:00,5537
T00-0079,12-21-2017,,,Completed,2000-03-27 00:00:00,5546
T00-0069,12-21-2017,,,Completed,2000-03-24 00:00:00,5536
T00-0073,12-21-2017,,,Completed,2000-03-24 00:00:00,5540
T00-0074,12-21-2017,,,Completed,2000-03-24 00:00:00,5541
T00-0077,12-21-2017,,,Completed,2000-03-24 00:00:00,5544
T00-0078,12-21-2017,,,Completed,2000-03-24 00:00:00,5545
T00-0061,12-21-2017,,,Completed,2000-03-23 00:00:00,5528
T00-0068,12-21-2017,,,Completed,2000-03-23 00:00:00,5535
T00-0072,12-21-2017,,,Completed,2000-03-23 00:00:00,5539
T00-0075,12-21-2017,,,Completed,2000-03-23 00:00:00,5542
T00-0076,12-21-2017,,,Completed,2000-03-23 00:00:00,5543
T00-0058,12-21-2017,,,Completed,2000-03-21 00:00:00,5525
T00-0059,12-21-2017,,,Completed,2000-03-21 00:00:00,5526
T00-0060,12-21-2017,,,Completed,2000-03-21 00:00:00,5527
T00-0051,12-21-2017,,,Completed,2000-03-20 00:00:00,5518
T00-0055,12-21-2017,,,Completed,2000-03-20 00:00:00,5522
T00-0056,12-21-2017,,,Completed,2000-03-20 00:00:00,5523
T00-0057,12-21-2017,,,Completed,2000-03-20 00:00:00,5524
T00-0049,12-21-2017,,,Completed,2000-03-17 00:00:00,5516
T00-0054,12-21-2017,,,Completed,2000-03-16 00:00:00,5521
T00-0050,12-21-2017,,,Completed,2000-03-15 00:00:00,5517
T00-0053,12-21-2017,,,Completed,2000-03-14 00:00:00,5520
T00-0040,12-21-2017,,,Completed,2000-03-09 00:00:00,5507
T00-0041,12-21-2017,,,Completed,2000-03-09 00:00:00,5508
T00-0042,12-21-2017,,,Completed,2000-03-09 00:00:00,5509
T00-0043,12-21-2017,,,Completed,2000-03-09 00:00:00,5510
T00-0044,12-21-2017,,,Completed,2000-03-09 00:00:00,5511
T00-0045,12-21-2017,,,Completed,2000-03-09 00:00:00,5512
T00-0037,12-21-2017,,,Completed,2000-03-07 00:00:00,5504
T00-0038,12-21-2017,,,Completed,2000-03-07 00:00:00,5505
T00-0039,12-21-2017,,,Completed,2000-03-06 00:00:00,5506
T00-0036,12-21-2017,,,Completed,2000-03-03 00:00:00,5503
T00-0033,12-21-2017,,,Completed,2000-02-29 00:00:00,5500
T00-0034,12-21-2017,,,Completed,2000-02-29 00:00:00,5501
T00-0035,12-21-2017,,,Completed,2000-02-29 00:00:00,5502
T00-0048,12-21-2017,,,Completed,2000-02-29 00:00:00,5515
T00-0032,12-21-2017,,,Completed,2000-02-28 00:00:00,5499
T00-0047,12-21-2017,,,Completed,2000-02-28 00:00:00,5514
T00-0031,12-21-2017,,,Completed,2000-02-25 00:00:00,5498
T00-0027,12-21-2017,,,Completed,2000-02-22 00:00:00,5494
T00-0028,12-21-2017,,,Completed,2000-02-22 00:00:00,5495
T00-0029,12-21-2017,,,Completed,2000-02-22 00:00:00,5496
T00-0030,12-21-2017,,,Completed,2000-02-22 00:00:00,5497
T00-0026,12-21-2017,,,Completed,2000-02-18 00:00:00,5493
T00-0025,12-21-2017,,,Completed,2000-02-15 00:00:00,5492
T00-0024,12-21-2017,,,Completed,2000-02-14 00:00:00,5491
T00-0052,12-21-2017,,,Completed,2000-02-14 00:00:00,5519
T00-0023,12-21-2017,,,Completed,2000-02-10 00:00:00,5490
T00-0021,12-21-2017,,,Completed,2000-02-09 00:00:00,5488
T00-0022,12-21-2017,,,Completed,2000-02-09 00:00:00,5489
T00-0001,12-21-2017,,,Completed,2000-01-30 00:00:00,5468
T00-0002,12-21-2017,,,Completed,2000-01-28 00:00:00,5469
T00-0019,12-21-2017,,,Completed,2000-01-27 00:00:00,5486
T00-0020,12-21-2017,,,Completed,2000-01-27 00:00:00,5487
T00-0003,12-21-2017,,,Completed,2000-01-26 00:00:00,5470
T00-0018,12-21-2017,,,Completed,2000-01-26 00:00:00,5485
T00-0004,12-21-2017,,,Completed,2000-01-25 00:00:00,5471
T00-0017,12-21-2017,,,Completed,2000-01-23 00:00:00,5484
T00-0013,12-21-2017,,,Completed,2000-01-20 00:00:00,5480
T00-0014,12-21-2017,,,Completed,2000-01-20 00:00:00,5481
T00-0015,12-21-2017,,,Completed,2000-01-20 00:00:00,5482
T00-0016,12-21-2017,,,Completed,2000-01-20 00:00:00,5483
T00-0005,12-21-2017,,,Completed,2000-01-19 00:00:00,5472
T00-0012,12-21-2017,,,Completed,2000-01-14 00:00:00,5479
T00-0007,12-21-2017,,,Completed,2000-01-13 00:00:00,5474
T00-0008,12-21-2017,,,Completed,2000-01-13 00:00:00,5475
T00-0009,12-21-2017,,,Completed,2000-01-13 00:00:00,5476
T00-0010,12-21-2017,,,Completed,2000-01-13 00:00:00,5477
T00-0011,12-21-2017,,,Completed,2000-01-13 00:00:00,5478
T00-0046,12-21-2017,,,Completed,2000-01-13 00:00:00,5513
T00-0006,12-21-2017,,,Completed,2000-01-03 00:00:00,5473
T99-0218,2-13-2018,,,Action needed,1999-12-30 00:00:00,9518
T99-0219,12-21-2017,,,Completed,1999-12-30 00:00:00,8886
T99-0214,2-13-2018,,,Action needed,1999-12-29 00:00:00,9514
T99-0215,2-13-2018,,,Action needed,1999-12-29 00:00:00,9515
T99-0216,2-13-2018,,,Action needed,1999-12-29 00:00:00,9516
T99-0210,2-13-2018,,,Action needed,1999-12-28 00:00:00,9511
T99-0217,2-13-2018,,,Action needed,1999-12-28 00:00:00,9517
T99-0208,12-21-2017,,,Completed,1999-12-28 00:00:00,8884
T99-0211,12-21-2017,,,Completed,1999-12-28 00:00:00,8885
T99-0212,2-13-2018,,,Action needed,1999-12-27 00:00:00,9512
T99-0213,2-13-2018,,,Action needed,1999-12-27 00:00:00,9513
T99-0207,12-21-2017,,,Completed,1999-12-27 00:00:00,8883
T99-0205,12-21-2017,,,Completed,1999-12-24 00:00:00,8881
T99-0206,12-21-2017,,,Completed,1999-12-24 00:00:00,8882
T99-0203,2-13-2018,,,Action needed,1999-12-23 00:00:00,9508
T99-0204,2-13-2018,,,Action needed,1999-12-23 00:00:00,9509
T99-0198,12-21-2017,,,Completed,1999-12-23 00:00:00,8879
T99-0201,12-21-2017,,,Completed,1999-12-23 00:00:00,8880
T99-0197,12-21-2017,,,Completed,1999-12-18 00:00:00,8878
T99-0196,2-13-2018,,,Action needed,1999-12-16 00:00:00,9504
T99-0190,2-13-2018,,,Action needed,1999-12-14 00:00:00,9500
T99-0189,12-21-2017,,,Completed,1999-12-14 00:00:00,8875
T99-0191,12-21-2017,,,Completed,1999-12-14 00:00:00,8876
T99-0193,12-21-2017,,,Completed,1999-12-14 00:00:00,8877
T99-0182,12-21-2017,,,Completed,1999-12-13 00:00:00,8872
T99-0183,12-21-2017,,,Completed,1999-12-13 00:00:00,8873
T99-0184,12-21-2017,,,Completed,1999-12-13 00:00:00,8874
T99-0186,2-13-2018,,,Action needed,1999-12-10 00:00:00,9497
T99-0179,12-21-2017,,,Completed,1999-12-09 00:00:00,8870
T99-0180,12-21-2017,,,Completed,1999-12-09 00:00:00,8871
T99-0185,2-13-2018,,,Action needed,1999-12-06 00:00:00,9496
T99-0178,12-21-2017,,,Completed,1999-12-06 00:00:00,8869
T99-0169,2-13-2018,,,Action needed,1999-12-02 00:00:00,9486
T99-0176,2-13-2018,,,Action needed,1999-11-24 00:00:00,9493
T99-0175,2-13-2018,,,Action needed,1999-11-23 00:00:00,9492
T99-0171,2-13-2018,,,Action needed,1999-11-18 00:00:00,9488
T99-0170,2-13-2018,,,Action needed,1999-11-16 00:00:00,9487
T99-0165,12-21-2017,,,Completed,1999-11-16 00:00:00,8866
T99-0166,12-21-2017,,,Completed,1999-11-16 00:00:00,8867
T99-0164,2-13-2018,,,Action needed,1999-11-15 00:00:00,9484
T99-0163,2-13-2018,,,Action needed,1999-11-09 00:00:00,9483
T99-0162,12-21-2017,,,Completed,1999-11-02 00:00:00,8865
T99-0167,12-21-2017,,,Completed,1999-11-02 00:00:00,8868
T96-0085,12-21-2017,No Concurrent RAP Notice,,Completed,1999-11-01 00:00:00,5822
T99-0160,12-21-2017,,,Completed,1999-10-31 00:00:00,8864
T99-0161,2-13-2018,,,Action needed,1999-10-29 00:00:00,9482
T99-0159,12-21-2017,,,Completed,1999-10-29 00:00:00,6182
T99-0156,2-13-2018,,,Action needed,1999-10-28 00:00:00,9479
T99-0151,2-13-2018,,,Action needed,1999-10-18 00:00:00,9474
T99-0150,12-21-2017,,,Completed,1999-10-15 00:00:00,6181
T99-0149,12-21-2017,,,Completed,1999-10-08 00:00:00,6180
T99-0148,2-13-2018,,,Action needed,1999-10-07 00:00:00,9473
T99-0202,2-13-2018,,,Action needed,1999-09-29 00:00:00,9507
T99-0146,12-21-2017,,,Completed,1999-09-28 00:00:00,6179
T99-0145,2-13-2018,,,Action needed,1999-09-23 00:00:00,9471
T99-0144,2-13-2018,,,Action needed,1999-09-17 00:00:00,9470
T99-0138,2-13-2018,,,Action needed,1999-09-15 00:00:00,9466
T99-0140,12-21-2017,,,Completed,1999-09-15 00:00:00,6177
T99-0143,12-21-2017,,,Completed,1999-09-15 00:00:00,6178
T99-0048,12-21-2017,,,Completed,1999-09-09 00:00:00,6165
T99-0136,2-13-2018,,,Action needed,1999-08-27 00:00:00,9464
T99-0127,2-13-2018,,,Action needed,1999-08-16 00:00:00,9456
T99-0128,2-13-2018,,,Action needed,1999-08-16 00:00:00,9457
T99-0129,12-21-2017,,,Completed,1999-08-09 00:00:00,6176
T99-0085,12-21-2017,,,Completed,1999-08-08 00:00:00,6171
T99-0120,2-13-2018,,,Action needed,1999-08-02 00:00:00,9449
T99-0121,2-13-2018,,,Action needed,1999-08-02 00:00:00,9450
T99-0122,2-13-2018,,,Action needed,1999-08-02 00:00:00,9451
T99-0123,2-13-2018,,,Action needed,1999-07-30 00:00:00,9452
T99-0119,12-21-2017,,,Completed,1999-07-29 00:00:00,6175
T99-0117,2-13-2018,,,Action needed,1999-07-22 00:00:00,9447
T99-0137,2-13-2018,,,Action needed,1999-07-22 00:00:00,9465
T99-0116,12-21-2017,,,Completed,1999-07-22 00:00:00,6174
T99-0115,12-21-2017,,,Completed,1999-07-19 00:00:00,6173
T99-0118,2-13-2018,,,Action needed,1999-07-16 00:00:00,9448
T99-0109,12-21-2017,,,Completed,1999-07-07 00:00:00,6172
T99-0105,2-13-2018,,,Action needed,1999-06-30 00:00:00,9438
T99-0102,2-13-2018,,,Action needed,1999-06-23 00:00:00,9435
T99-0088,2-13-2018,,,Action needed,1999-06-02 00:00:00,9421
T99-0082,2-13-2018,,,Action needed,1999-05-24 00:00:00,9417
T99-0083,12-21-2017,,,Completed,1999-05-24 00:00:00,6170
T99-0078,2-13-2018,,,Action needed,1999-05-07 00:00:00,9414
T99-0079,12-21-2017,,,Completed,1999-05-05 00:00:00,6169
T99-0074,12-21-2017,,,Completed,1999-04-30 00:00:00,6168
T99-0087,2-13-2018,,,Action needed,1999-04-29 00:00:00,9420
T99-0073,12-21-2017,,,Completed,1999-04-28 00:00:00,6167
T99-0071,2-13-2018,,,Action needed,1999-04-23 00:00:00,9409
T99-0069,12-21-2017,,,Completed,1999-04-12 00:00:00,6166
T99-0086,2-13-2018,,,Action needed,1999-03-29 00:00:00,9419
T99-0065,2-13-2018,,,Action needed,1999-03-26 00:00:00,9404
T99-0035,2-13-2018,,,Action needed,1999-02-17 00:00:00,9375
T99-0029,12-21-2017,,,Completed,1999-02-01 00:00:00,6163
T99-0027,12-21-2017,,,Completed,1999-01-29 00:00:00,6161
T99-0028,12-21-2017,,,Completed,1999-01-29 00:00:00,6162
T99-0031,12-21-2017,,,Completed,1999-01-29 00:00:00,6164
T99-0026,12-21-2017,,,Completed,1999-01-21 00:00:00,6160
T99-0153,2-13-2018,,,Action needed,1999-01-19 00:00:00,9476
T99-0001,2-13-2018,,,Action needed,1999-01-01 01:01:01,9346
T99-0002,2-13-2018,,,Action needed,1999-01-01 01:01:01,9347
T99-0003,2-13-2018,,,Action needed,1999-01-01 01:01:01,9348
T99-0004,2-13-2018,,,Action needed,1999-01-01 01:01:01,9349
T99-0005,2-13-2018,,,Action needed,1999-01-01 01:01:01,9350
T99-0006,2-13-2018,,,Action needed,1999-01-01 01:01:01,9351
T99-0007,2-13-2018,,,Action needed,1999-01-01 01:01:01,9352
T99-0008,2-13-2018,,,Action needed,1999-01-01 01:01:01,9353
T99-0009,2-13-2018,,,Action needed,1999-01-01 01:01:01,9354
T99-0010,2-13-2018,,,Action needed,1999-01-01 01:01:01,9355
T99-0011,2-13-2018,,,Action needed,1999-01-01 01:01:01,9356
T99-0012,2-13-2018,,,Action needed,1999-01-01 01:01:01,9357
T99-0013,2-13-2018,,,Action needed,1999-01-01 01:01:01,9358
T99-0014,2-13-2018,,,Action needed,1999-01-01 01:01:01,9359
T99-0015,2-13-2018,,,Action needed,1999-01-01 01:01:01,9360
T99-0016,2-13-2018,,,Action needed,1999-01-01 01:01:01,9361
T99-0017,2-13-2018,,,Action needed,1999-01-01 01:01:01,9362
T99-0018,2-13-2018,,,Action needed,1999-01-01 01:01:01,9363
T99-0019,2-13-2018,,,Action needed,1999-01-01 01:01:01,9364
T99-0020,2-13-2018,,,Action needed,1999-01-01 01:01:01,9365
T99-0021,2-13-2018,,,Action needed,1999-01-01 01:01:01,9366
T99-0022,2-13-2018,,,Action needed,1999-01-01 01:01:01,9367
T99-0023,2-13-2018,,,Action needed,1999-01-01 01:01:01,9368
T99-0024,2-13-2018,,,Action needed,1999-01-01 01:01:01,9369
T99-0025,2-13-2018,,,Action needed,1999-01-01 01:01:01,9370
T99-0032,2-13-2018,,,Action needed,1999-01-01 01:01:01,9372
T99-0033,2-13-2018,,,Action needed,1999-01-01 01:01:01,9373
T99-0034,2-13-2018,,,Action needed,1999-01-01 01:01:01,9374
T99-0036,2-13-2018,,,Action needed,1999-01-01 01:01:01,9376
T99-0037,2-13-2018,,,Action needed,1999-01-01 01:01:01,9377
T99-0038,2-13-2018,,,Action needed,1999-01-01 01:01:01,9378
T99-0039,2-13-2018,,,Action needed,1999-01-01 01:01:01,9379
T99-0040,2-13-2018,,,Action needed,1999-01-01 01:01:01,9380
T99-0041,2-13-2018,,,Action needed,1999-01-01 01:01:01,9381
T99-0042,2-13-2018,,,Action needed,1999-01-01 01:01:01,9382
T99-0043,2-13-2018,,,Action needed,1999-01-01 01:01:01,9383
T99-0044,2-13-2018,,,Action needed,1999-01-01 01:01:01,9384
